,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
8238,0.775,01UYo22zDYwujZae8Tw4it,Bitar längs vägen (1995-2007),https://api.spotify.com/v1/audio-analysis/3tr5wtaJcAQub4koZo8wBV,0sJgp4uMFi0CXyjlXd62dY,Alf Lax,0.594,1,228533,0.29,0.00603,5,0.0862,-14.998,1,0,https://p.scdn.co/mp3-preview/7c8c9f019fe085527db3af5c342a12c344fb9502?cid=6d24f4609a484836999313e6e4f33db8,3tr5wtaJcAQub4koZo8wBV,Du ser mig,0.0784,93.728,4,https://api.spotify.com/v1/tracks/3tr5wtaJcAQub4koZo8wBV,12,0.368
8239,0.134,3O51x9Q75zWg7OQ0Mqny2b,Legend 1995-2002 VOL #1,https://api.spotify.com/v1/audio-analysis/3tzZ2DHZGlRbpI76zCAEq5,"2KmqNOTY3McS45DzcZU95o,6KFJVusHfTxj8S9YNwcVFh","Nuwine,Lil Raskull",0.723,1,235973,0.733,0.0,8,0.0984,-7.782,0,1,https://p.scdn.co/mp3-preview/b1599245b483f8477df57f1affa0ed131dd8fae7?cid=6d24f4609a484836999313e6e4f33db8,3tzZ2DHZGlRbpI76zCAEq5,Believe It or Not,0.342,86.058,4,https://api.spotify.com/v1/tracks/3tzZ2DHZGlRbpI76zCAEq5,14,0.682
8240,0.235,4FnedQ7UOUjIrh1VRcpMka,Happiness Happens (Compilation 1995-2005),https://api.spotify.com/v1/audio-analysis/3tzgxYKBaJlRAjX9rD5HY3,2n3h9L2K1PvrmVHOn5TysE,Dreamphish,0.62,1,197227,0.878,0.0623,7,0.0168,-4.106,1,0,https://p.scdn.co/mp3-preview/cba7c63b7a34d8c69983b11bc7d3a5687d2876b1?cid=6d24f4609a484836999313e6e4f33db8,3tzgxYKBaJlRAjX9rD5HY3,Contemporary Developments,0.0414,144.852,4,https://api.spotify.com/v1/tracks/3tzgxYKBaJlRAjX9rD5HY3,2,0.648
8241,0.532,74JueTRn7fbNlzEjVRKiZw,Spirituál Kvintet Antologie 1960-1995,https://api.spotify.com/v1/audio-analysis/3y9aWhlINlSD0wy32peAKW,1q1wIf1NIwUMVpE8B2XDWD,Spiritual Kvintet,0.667,1,216293,0.257,0.0,2,0.0479,-13.675,1,2,https://p.scdn.co/mp3-preview/3e30d91e366112cff2355a2187978d39de92edc0?cid=6d24f4609a484836999313e6e4f33db8,3y9aWhlINlSD0wy32peAKW,Dvě Báby,0.0473,99.724,4,https://api.spotify.com/v1/tracks/3y9aWhlINlSD0wy32peAKW,45,0.631
8242,0.0166,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/42tBfasEpUtUDgPKSbhKfF,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.618,1,216427,0.776,1.16e-05,0,0.107,-2.354,1,0,https://p.scdn.co/mp3-preview/f8a3c2d483fbeccf3a9077b23fdc209bcb71f68a?cid=6d24f4609a484836999313e6e4f33db8,42tBfasEpUtUDgPKSbhKfF,The Balance,0.0309,119.632,4,https://api.spotify.com/v1/tracks/42tBfasEpUtUDgPKSbhKfF,10,0.306
8243,0.0297,4TxygqmKSVs0filWi4rwN9,Luka Turco Anthology (1995-2015),https://api.spotify.com/v1/audio-analysis/4BBDx8BLFBHgpCqzLyP3qU,2YiLvOllEgeDGYTm2eM9bE,Luka Turco,0.655,1,176952,0.476,0.927,10,0.109,-14.912,0,0,https://p.scdn.co/mp3-preview/2dcf97aa78ebd1a7e3db8a4c8565273a512356d1?cid=6d24f4609a484836999313e6e4f33db8,4BBDx8BLFBHgpCqzLyP3qU,I'm Coming,0.0437,120.016,4,https://api.spotify.com/v1/tracks/4BBDx8BLFBHgpCqzLyP3qU,1,0.433
8244,0.527,74LRH1QGEd0Xy0jmZIh8ve,Oi Chryses Epitychies 1982-1995,https://api.spotify.com/v1/audio-analysis/4KTJc1Dc5EDEC4E19fofPU,7Jc2M0BUaPwYqvWP6YpwIV,Katerina Stanisi,0.629,1,250373,0.613,2.87e-06,2,0.123,-10.765,0,0,https://p.scdn.co/mp3-preview/f3f2a96b4c7338b2ee450e43f7872694c36fc56d?cid=6d24f4609a484836999313e6e4f33db8,4KTJc1Dc5EDEC4E19fofPU,Na Meineis,0.0356,126.173,4,https://api.spotify.com/v1/tracks/4KTJc1Dc5EDEC4E19fofPU,19,0.847
8245,0.349,74LRH1QGEd0Xy0jmZIh8ve,Oi Chryses Epitychies 1982-1995,https://api.spotify.com/v1/audio-analysis/4O0yRuqYMDSjSW8z8Jhu6S,7Jc2M0BUaPwYqvWP6YpwIV,Katerina Stanisi,0.654,1,174467,0.652,0.0,0,0.191,-10.877,0,0,https://p.scdn.co/mp3-preview/7f81d67c9354d666c00f0a1a54d0e18ea39446ce?cid=6d24f4609a484836999313e6e4f33db8,4O0yRuqYMDSjSW8z8Jhu6S,Den To Riskaro,0.034,129.358,4,https://api.spotify.com/v1/tracks/4O0yRuqYMDSjSW8z8Jhu6S,13,0.758
8246,0.4,0K0HpEgvabY3MMsark1lG0,Industrial Fragments (The Archives 1995),https://api.spotify.com/v1/audio-analysis/4PDoyG4eSr3D6yHlv93dF5,1Y6CznvTVcgoWpqMGMU2kI,Programmist,0.369,1,158506,0.443,0.847,10,0.159,-17.7,1,0,https://p.scdn.co/mp3-preview/9cc84a4a2aeecef25ba2d2902840d3e8f3b66323?cid=6d24f4609a484836999313e6e4f33db8,4PDoyG4eSr3D6yHlv93dF5,Traum vom Strand,0.0337,141.516,4,https://api.spotify.com/v1/tracks/4PDoyG4eSr3D6yHlv93dF5,15,0.0733
8247,0.0954,1XxmqCqLXqO9O2cOMHBNQs,London Connection (Compilation 1995-2004),https://api.spotify.com/v1/audio-analysis/4aGsVL2rBZYo2Z6alDUYjD,5y65nQvIt9ABZ2Dkv5191h,Diane Tell,0.603,1,243560,0.767,4.04e-06,7,0.644,-7.636,0,0,https://p.scdn.co/mp3-preview/f2b6fe083fc718f8ee3654c503f55a2e5f2c6c7e?cid=6d24f4609a484836999313e6e4f33db8,4aGsVL2rBZYo2Z6alDUYjD,Les yeux sur toi (Future Mix) [edit],0.0458,111.009,4,https://api.spotify.com/v1/tracks/4aGsVL2rBZYo2Z6alDUYjD,17,0.469
8248,0.942,79PI8FWClXDu3uBHJ1nwyr,Ardından: Mozaik Külliyat 1983-1995,https://api.spotify.com/v1/audio-analysis/4cmL0muxNwD9AXeWhOjQzZ,"3wlsG664CvPGQj1C6kN7et,6a0HZdbm6DuHSVPNEUxUf1","Mozaik,Ayşe Tütüncü",0.409,1,168960,0.265,0.0103,9,0.104,-8.737,1,0,https://p.scdn.co/mp3-preview/6d5930656d8a3d1a200be215144e0af52b34fac0?cid=6d24f4609a484836999313e6e4f33db8,4cmL0muxNwD9AXeWhOjQzZ,Bitmeyen,0.0373,139.478,1,https://api.spotify.com/v1/tracks/4cmL0muxNwD9AXeWhOjQzZ,2,0.145
8249,0.0451,4xWEUpEbfzE0GuGYY6QUVs,1995-2005 Sur Le Terrain,https://api.spotify.com/v1/audio-analysis/4frfeku33FeH25n24pPbbZ,79S2yFy8SGBvsg4BeffEdI,Less du neuf,0.759,1,144707,0.74,0.0,1,0.186,-7.445,1,1,https://p.scdn.co/mp3-preview/a3c910bb41ecc4971b4c4de4cf3277e4f02967f7?cid=6d24f4609a484836999313e6e4f33db8,4frfeku33FeH25n24pPbbZ,A Fe Nao Tem Fim,0.323,94.753,4,https://api.spotify.com/v1/tracks/4frfeku33FeH25n24pPbbZ,13,0.902
8250,0.0668,3O51x9Q75zWg7OQ0Mqny2b,Legend 1995-2002 VOL #1,https://api.spotify.com/v1/audio-analysis/4fs2Bur1UpVOybpa78CKh0,2KmqNOTY3McS45DzcZU95o,Nuwine,0.902,1,154969,0.445,8.24e-05,1,0.166,-10.058,1,1,https://p.scdn.co/mp3-preview/3844eed6d4d69d2db8b0be459f2de2e338f6c27d?cid=6d24f4609a484836999313e6e4f33db8,4fs2Bur1UpVOybpa78CKh0,Bloody 5th,0.299,89.667,4,https://api.spotify.com/v1/tracks/4fs2Bur1UpVOybpa78CKh0,6,0.571
8251,0.217,34kjEROzHthCmXjecZAM9m,Das Bunte Album (1995-2005),https://api.spotify.com/v1/audio-analysis/4h17JgnAMLskAZNjMcddPa,51I73db5YR0kN9omCBaTh9,Schwarze Grütze,0.648,1,177227,0.676,0.0,2,0.678,-9.52,1,2,https://p.scdn.co/mp3-preview/de7256a67838f76bdd56fed92f879df070f1045f?cid=6d24f4609a484836999313e6e4f33db8,4h17JgnAMLskAZNjMcddPa,Die Krönung,0.662,95.729,4,https://api.spotify.com/v1/tracks/4h17JgnAMLskAZNjMcddPa,7,0.883
8252,0.65,0ifFbZVMN1k7JDJl5RMyt3,The Nireus Years (1995-1997),https://api.spotify.com/v1/audio-analysis/4iSrNSTmwst4X534LeLE2t,0Yxe1VFLmeNsb0aqxRuHHu,Angelo Ioakimoglu,0.408,1,335478,0.378,0.888,5,0.117,-13.833,1,5,https://p.scdn.co/mp3-preview/3af0c61a51f6462af176401a0be821c3508cffc5?cid=6d24f4609a484836999313e6e4f33db8,4iSrNSTmwst4X534LeLE2t,Easter Theme,0.0297,93.912,4,https://api.spotify.com/v1/tracks/4iSrNSTmwst4X534LeLE2t,1,0.098
8253,0.00795,50Eye1CumKj9ErG6KQLtr2,1995 World Pipe Band Championships,https://api.spotify.com/v1/audio-analysis/52u1qDdFhfonzfGtzlMtRg,6SkSIjgtyYmCz5Ixbh7bkP,Field Marshall Montgomery,0.256,1,364738,0.639,6.36e-05,8,0.895,-14.995,1,1,https://p.scdn.co/mp3-preview/310e7eaa4961a190b8d7c07939633e92a131f29e?cid=6d24f4609a484836999313e6e4f33db8,52u1qDdFhfonzfGtzlMtRg,Selection: The B52 - Donald Cameron's Powder Horn - Rory Gallagher - Monymusk - Balmoral Castle - Break Your Bass Drone - McPherson's Reel - The Tourist.,0.219,94.365,4,https://api.spotify.com/v1/tracks/52u1qDdFhfonzfGtzlMtRg,4,0.274
8254,0.0036,5jJNWP6hQAfuQmqTiTyQTV,14 Pieces - Selected Works 1995,https://api.spotify.com/v1/audio-analysis/56QXnjlJEqnCi1HLDcizlz,0M1Av3uQ1sepW2uPdJdMEA,Cosmic Baby,0.804,1,701507,0.574,0.944,11,0.105,-13.029,0,1,https://p.scdn.co/mp3-preview/ed10dcce2b12be54d9b82f0f6602bf4ae5da5d3f?cid=6d24f4609a484836999313e6e4f33db8,56QXnjlJEqnCi1HLDcizlz,It will ring your bell,0.0939,125.88,4,https://api.spotify.com/v1/tracks/56QXnjlJEqnCi1HLDcizlz,6,0.039
8255,0.26,5jJNWP6hQAfuQmqTiTyQTV,14 Pieces - Selected Works 1995,https://api.spotify.com/v1/audio-analysis/5BoMQvi4CSi6o112xf0GhO,0M1Av3uQ1sepW2uPdJdMEA,Cosmic Baby,0.689,1,330027,0.703,0.897,6,0.0813,-13.382,1,1,https://p.scdn.co/mp3-preview/2e361140f0e8ba581dc6cbbec4ebb11aaa270d57?cid=6d24f4609a484836999313e6e4f33db8,5BoMQvi4CSi6o112xf0GhO,Teotihuacan,0.0491,124.909,4,https://api.spotify.com/v1/tracks/5BoMQvi4CSi6o112xf0GhO,3,0.11
8256,0.675,01UYo22zDYwujZae8Tw4it,Bitar längs vägen (1995-2007),https://api.spotify.com/v1/audio-analysis/5TckGHEKEsW2e7RkEBDuzi,0sJgp4uMFi0CXyjlXd62dY,Alf Lax,0.608,1,201693,0.688,0.0,4,0.111,-6.411,1,1,https://p.scdn.co/mp3-preview/f1ca5e929b221d54f973c0ed31e40a2357678c50?cid=6d24f4609a484836999313e6e4f33db8,5TckGHEKEsW2e7RkEBDuzi,Du är väntad,0.0491,81.239,4,https://api.spotify.com/v1/tracks/5TckGHEKEsW2e7RkEBDuzi,2,0.385
8257,0.239,3O51x9Q75zWg7OQ0Mqny2b,Legend 1995-2002 VOL #1,https://api.spotify.com/v1/audio-analysis/5TybFjSNy6S5TRRpyhJrrc,"2KmqNOTY3McS45DzcZU95o,39AnzIw4sMnEVW2ltn0omJ","Nuwine,Black Seed",0.824,1,182240,0.745,0.0,10,0.169,-9.019,0,0,https://p.scdn.co/mp3-preview/9c93c113564254573dd0aac23464f73ec6bfc1d9?cid=6d24f4609a484836999313e6e4f33db8,5TybFjSNy6S5TRRpyhJrrc,A G a Head,0.441,86.489,4,https://api.spotify.com/v1/tracks/5TybFjSNy6S5TRRpyhJrrc,29,0.666
8258,0.732,2YbuY5A7cpxxjkMyazSPPx,"World Tour 1995, Vol. 1",https://api.spotify.com/v1/audio-analysis/5UawXsq3UMLwBGCkaejTib,5vnjVmrQmd2hRFRqbhbkA6,Amma,0.343,1,631613,0.697,0.0599,2,0.419,-11.235,0,0,https://p.scdn.co/mp3-preview/5ec8dc09f70a7f8f6441776fa5d00fe63b1b5203?cid=6d24f4609a484836999313e6e4f33db8,5UawXsq3UMLwBGCkaejTib,Nanda Nandana,0.037,127.524,4,https://api.spotify.com/v1/tracks/5UawXsq3UMLwBGCkaejTib,1,0.714
8259,0.000239,0xaXVb2KIqNYKgxwytmPUj,Ivan Nasini: Soundtracks 1995-2010,https://api.spotify.com/v1/audio-analysis/5XML5cATV1iw2zu8Jbe7rK,57R2buPDIJPYoqcpGFGJpl,Ivan Nasini,0.161,1,262560,0.393,0.217,5,0.0957,-9.518,1,0,https://p.scdn.co/mp3-preview/ad59d258e25ff77fa8c745fa5c347c0f55a50aa2?cid=6d24f4609a484836999313e6e4f33db8,5XML5cATV1iw2zu8Jbe7rK,Apocalipse,0.0398,109.293,4,https://api.spotify.com/v1/tracks/5XML5cATV1iw2zu8Jbe7rK,4,0.0301
8260,0.0477,0xaXVb2KIqNYKgxwytmPUj,Ivan Nasini: Soundtracks 1995-2010,https://api.spotify.com/v1/audio-analysis/5XwFgDrJ3t7SmC7RDrpzLK,57R2buPDIJPYoqcpGFGJpl,Ivan Nasini,0.246,1,242367,0.621,0.854,4,0.121,-10.542,0,0,https://p.scdn.co/mp3-preview/ef9cb7b14835f97d9781af6aa0d4e7f3d6098684?cid=6d24f4609a484836999313e6e4f33db8,5XwFgDrJ3t7SmC7RDrpzLK,Abyss,0.0403,123.892,4,https://api.spotify.com/v1/tracks/5XwFgDrJ3t7SmC7RDrpzLK,2,0.0575
8261,0.00505,6IS8ioK7r6WyRosKfiArZN,Spacefunk - The Archieves 1995-2008,https://api.spotify.com/v1/audio-analysis/5YrhkVIh0axeYoCsWKE1t3,4E1hBOA2Chxa8zDBeINAns,Digital,0.564,1,382866,0.993,0.845,4,0.209,-3.931,1,8,https://p.scdn.co/mp3-preview/a670812ee275749f1c4ac373061398dc58f78b4a?cid=6d24f4609a484836999313e6e4f33db8,5YrhkVIh0axeYoCsWKE1t3,Spacefunk,0.231,167.998,4,https://api.spotify.com/v1/tracks/5YrhkVIh0axeYoCsWKE1t3,11,0.834
8262,0.99,48k2Ibm87STXtgYZV7lZvw,First Prize Schubert Competition 1995,https://api.spotify.com/v1/audio-analysis/5ZBAeOQzSyxkwUNyVlwhJq,2l5agldNRKy6wCQPBVgQZg,Elena Margolina,0.142,1,220800,0.0781,0.939,4,0.102,-27.26,0,0,https://p.scdn.co/mp3-preview/23eeeaa4574d99bf09fa3030bb40cff1fbbb09a8?cid=6d24f4609a484836999313e6e4f33db8,5ZBAeOQzSyxkwUNyVlwhJq,Drei Etüden aus op. 2: II. Etüde Nr. 2 Moderato,0.045,62.516,3,https://api.spotify.com/v1/tracks/5ZBAeOQzSyxkwUNyVlwhJq,6,0.0367
8263,0.731,6vRjYvm99rLwOeaIT7Orld,Živá Píseň Strážnice 1946-1995,https://api.spotify.com/v1/audio-analysis/5dOTncaU9gc3CEQGpSYJhJ,3kGfD6BS8fSgLmzAAkxclD,Hudci z Terchové,0.487,1,174667,0.363,0.0044,2,0.108,-13.439,1,0,https://p.scdn.co/mp3-preview/7ff389f6dff675cb5674ccf7c93ef8301e67707e?cid=6d24f4609a484836999313e6e4f33db8,5dOTncaU9gc3CEQGpSYJhJ,Hudci Z Terchové - Live,0.0422,97.286,4,https://api.spotify.com/v1/tracks/5dOTncaU9gc3CEQGpSYJhJ,8,0.746
8264,0.172,77W8HFSjRBK1ZAcF5Deizk,Chicago House Classics 1986-1995,https://api.spotify.com/v1/audio-analysis/5hGq5twirJ471ND8Y6KbHg,6PPoJRT13YapJKNUnbQR2K,Adrienne Ferlita,0.756,1,265427,0.629,1.8e-05,2,0.101,-9.729,1,0,https://p.scdn.co/mp3-preview/14e31b50b157890cc788f5688aed870fb943cda0?cid=6d24f4609a484836999313e6e4f33db8,5hGq5twirJ471ND8Y6KbHg,I Can Make You Forget ( Original),0.061,120.048,4,https://api.spotify.com/v1/tracks/5hGq5twirJ471ND8Y6KbHg,2,0.621
8265,0.782,7wZthAzkAqMh6NoNc3dqI0,Journal d'un allumé (1995-2015),https://api.spotify.com/v1/audio-analysis/5i28JlQPFX6IEXW9ZF4rHm,66RJcC2tPKpHnnVNg2rQBT,Yann Pincemin,0.716,1,187013,0.251,0.0,7,0.108,-10.462,1,0,https://p.scdn.co/mp3-preview/eca2fa4e1e8ebaf7a59005a017b409ae6aba6b39?cid=6d24f4609a484836999313e6e4f33db8,5i28JlQPFX6IEXW9ZF4rHm,La beauté du monde,0.0318,85.355,4,https://api.spotify.com/v1/tracks/5i28JlQPFX6IEXW9ZF4rHm,17,0.335
8266,0.154,01gEBQqc4rWzpAjfbKu1yk,Kadonneet Kelat - Arkistolöytöjä 1995-2015,https://api.spotify.com/v1/audio-analysis/5lUBgHrUVgTQ9wJH53ZXkV,50dNjyzBJmHsHGz74nYk8g,Punatähdet,0.745,1,156600,0.766,0.000209,6,0.0567,-8.035,0,0,https://p.scdn.co/mp3-preview/e781eaf1c3e6bd7abf01540ca6bc2b41c4e4c458?cid=6d24f4609a484836999313e6e4f33db8,5lUBgHrUVgTQ9wJH53ZXkV,Sinappitehdas (Live on TV),0.0526,105.44,4,https://api.spotify.com/v1/tracks/5lUBgHrUVgTQ9wJH53ZXkV,1,0.826
8267,6.12e-05,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/5oMWHowyjjFrZLd55ldgcv,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.52,1,274907,0.817,0.231,7,0.172,-2.276,1,0,https://p.scdn.co/mp3-preview/3512dc6d446b1ab312c055ea65f9f57b6a4a5d9c?cid=6d24f4609a484836999313e6e4f33db8,5oMWHowyjjFrZLd55ldgcv,Gonna Do Right by You,0.025,102.007,4,https://api.spotify.com/v1/tracks/5oMWHowyjjFrZLd55ldgcv,28,0.441
8268,9e-06,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/60Uz5fzrH9GzvOPMGSXid2,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.335,1,93460,0.599,0.818,7,0.109,-1.548,1,0,https://p.scdn.co/mp3-preview/0c658eb9324e8123e674190f508ab4f9e239344a?cid=6d24f4609a484836999313e6e4f33db8,60Uz5fzrH9GzvOPMGSXid2,Sgt. Mike's Guitar,0.0511,125.247,4,https://api.spotify.com/v1/tracks/60Uz5fzrH9GzvOPMGSXid2,43,0.536
8269,0.786,5jJNWP6hQAfuQmqTiTyQTV,14 Pieces - Selected Works 1995,https://api.spotify.com/v1/audio-analysis/6DAPnX0wSATBbWmiImXsGP,0M1Av3uQ1sepW2uPdJdMEA,Cosmic Baby,0.633,1,398467,0.471,0.00158,0,0.124,-10.365,1,4,https://p.scdn.co/mp3-preview/128d2b7999227e75c75c4b165f9f87325bf487bc?cid=6d24f4609a484836999313e6e4f33db8,6DAPnX0wSATBbWmiImXsGP,Träume,0.052,161.829,1,https://api.spotify.com/v1/tracks/6DAPnX0wSATBbWmiImXsGP,14,0.803
8270,0.0151,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/6DQb5cDsqPDgEAAyeEnH7c,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.501,1,191667,0.651,0.00169,7,0.0859,-1.854,1,0,https://p.scdn.co/mp3-preview/33dd4651681bd34f4a641fbd2e67793546ed31f3?cid=6d24f4609a484836999313e6e4f33db8,6DQb5cDsqPDgEAAyeEnH7c,No One,0.0297,152.196,4,https://api.spotify.com/v1/tracks/6DQb5cDsqPDgEAAyeEnH7c,37,0.343
8271,0.797,5uOdp9HOGwVx3WPxCPNCsW,Highs and Lows (1995-2012),https://api.spotify.com/v1/audio-analysis/6DSzmX5pvdQ1bW7jRbYncY,7KdfbjOGsMGR0G63GUiEyj,Beth Sorrentino,0.498,1,86253,0.235,0.0,7,0.066,-12.219,1,0,https://p.scdn.co/mp3-preview/141a8a3fed1a4d6ea3d8921aefa71d8215fb385e?cid=6d24f4609a484836999313e6e4f33db8,6DSzmX5pvdQ1bW7jRbYncY,"Joy in the Morning - From ""Wind in the Willows""",0.0872,89.396,4,https://api.spotify.com/v1/tracks/6DSzmX5pvdQ1bW7jRbYncY,5,0.416
8272,0.145,4o751QyOwx7PXp5lHy4tVB,1995 (Year Of The Independent),https://api.spotify.com/v1/audio-analysis/6GUfpnpeo5INfuh3a1PJtf,"6HFtM4jYVBZt3dAWXqjvON,5tNV01qV2pVfMm5rQjzBuJ","Diezzle Don,Tha Govener",0.678,1,287680,0.424,0.0,6,0.361,-11.975,0,0,https://p.scdn.co/mp3-preview/1327bde2344833e70eb58028769c406ce6623f5b?cid=6d24f4609a484836999313e6e4f33db8,6GUfpnpeo5INfuh3a1PJtf,Tyme Slips,0.416,87.992,4,https://api.spotify.com/v1/tracks/6GUfpnpeo5INfuh3a1PJtf,4,0.414
8273,0.83,0xaXVb2KIqNYKgxwytmPUj,Ivan Nasini: Soundtracks 1995-2010,https://api.spotify.com/v1/audio-analysis/6HCPdSkSyzgMe9vsjfGoP9,57R2buPDIJPYoqcpGFGJpl,Ivan Nasini,0.168,1,95767,0.407,0.901,10,0.125,-14.676,0,0,https://p.scdn.co/mp3-preview/3cfbe637c1f00f9222a8099eae322062ea9e12d4?cid=6d24f4609a484836999313e6e4f33db8,6HCPdSkSyzgMe9vsjfGoP9,Black Space Intro Galaxy,0.0365,127.633,4,https://api.spotify.com/v1/tracks/6HCPdSkSyzgMe9vsjfGoP9,1,0.0372
8274,0.0951,2LQgk9Hxlj0f9lmMvTiEDu,#ATK4Life (1995-1998) [Non mixé],https://api.spotify.com/v1/audio-analysis/6MBrlp5KvxZjURNLoia0wq,"4nOixYyTN15ZSzPSna2Oah,3h0zqA3ZjcpucnB2hQnc6d,29BlCxvmlTEUjoMPCQo8Bj","ATK,M’Group,Légadulabo",0.822,1,235416,0.703,9.87e-05,2,0.0616,-7.402,1,11,https://p.scdn.co/mp3-preview/547aacf946566b3580a147e1f5b2542d39059de5?cid=6d24f4609a484836999313e6e4f33db8,6MBrlp5KvxZjURNLoia0wq,Rapide comme un serpent - (2ème Morsure),0.333,92.118,4,https://api.spotify.com/v1/tracks/6MBrlp5KvxZjURNLoia0wq,4,0.686
8275,0.136,7mOAVEzGfYs2ZPdvZSq2t9,セレブレイション 1995 Recorded at Nashville,https://api.spotify.com/v1/audio-analysis/6NqpLmEl3AM4pDHojFQPJp,62njnr9r6WFlpEIG85ZU9J,Nokie Edwards,0.521,1,139027,0.859,0.951,2,0.182,-11.16,1,0,https://p.scdn.co/mp3-preview/fa481c7ba9fb812745d6675f180f075b59a61496?cid=6d24f4609a484836999313e6e4f33db8,6NqpLmEl3AM4pDHojFQPJp,ライズ,0.0392,149.225,4,https://api.spotify.com/v1/tracks/6NqpLmEl3AM4pDHojFQPJp,5,0.481
8276,0.106,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/6QukOAOXsC60OxhMqMO9z7,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.586,1,167907,0.858,0.000504,4,0.208,-0.814,1,0,https://p.scdn.co/mp3-preview/cea6e67bcc1230b7390f7f6024bbde36ec29144d?cid=6d24f4609a484836999313e6e4f33db8,6QukOAOXsC60OxhMqMO9z7,1944,0.0316,123.572,4,https://api.spotify.com/v1/tracks/6QukOAOXsC60OxhMqMO9z7,14,0.366
8277,0.638,5cIDVSqsmgC0tr1cZeTH9U,The English Collection (1995-2011),https://api.spotify.com/v1/audio-analysis/6TeBUD3B7ny1OT8bJ8Qvm8,"1bS941sRMG9pHzBWMmCXoG,1qJPG4X5TkU1lTOLUtuCa7","MBand,Dag Frode H. Eilertsen",0.682,1,228160,0.65,0.0,2,0.133,-9.018,1,0,https://p.scdn.co/mp3-preview/fb8dbd050b345eba710a9554ea31e62c21b03d9a?cid=6d24f4609a484836999313e6e4f33db8,6TeBUD3B7ny1OT8bJ8Qvm8,He Came Down to My Level,0.0916,161.921,4,https://api.spotify.com/v1/tracks/6TeBUD3B7ny1OT8bJ8Qvm8,9,0.723
8278,0.0249,2tkBEXatnqG7LUUiydqd1u,Tony Eaton Anthology 1995-2007,https://api.spotify.com/v1/audio-analysis/6UycF2uqZrh2hTAeap4XJb,28dQ7VfInPllHoSLsqpbCz,Tony Eaton,0.72,1,146507,0.484,0.0,0,0.069,-2.775,1,0,https://p.scdn.co/mp3-preview/5b319d94dcf5e90ecd3cf0407ccfbfd1df46face?cid=6d24f4609a484836999313e6e4f33db8,6UycF2uqZrh2hTAeap4XJb,Through Your Eyes,0.0271,112.058,4,https://api.spotify.com/v1/tracks/6UycF2uqZrh2hTAeap4XJb,44,0.283
8279,0.00028,77W8HFSjRBK1ZAcF5Deizk,Chicago House Classics 1986-1995,https://api.spotify.com/v1/audio-analysis/6dXocEIls3AJK24xsBG5CJ,6PPoJRT13YapJKNUnbQR2K,Adrienne Ferlita,0.758,1,256907,0.696,0.0201,6,0.0714,-7.364,0,0,https://p.scdn.co/mp3-preview/3aba639de1a243f1d8171fe13a814a7be5084aed?cid=6d24f4609a484836999313e6e4f33db8,6dXocEIls3AJK24xsBG5CJ,I Can Make You Forget,0.0637,121.471,4,https://api.spotify.com/v1/tracks/6dXocEIls3AJK24xsBG5CJ,1,0.476
8280,0.109,0K0HpEgvabY3MMsark1lG0,Industrial Fragments (The Archives 1995),https://api.spotify.com/v1/audio-analysis/6gjLDcmIF6ROxiexaYLQeV,1Y6CznvTVcgoWpqMGMU2kI,Programmist,0.766,1,49685,0.763,0.647,0,0.191,-10.744,1,0,https://p.scdn.co/mp3-preview/2b40828d912ab3922786679de366c4ba0039b396?cid=6d24f4609a484836999313e6e4f33db8,6gjLDcmIF6ROxiexaYLQeV,Ejakulation,0.26,113.342,4,https://api.spotify.com/v1/tracks/6gjLDcmIF6ROxiexaYLQeV,6,0.0772
8281,0.858,74JueTRn7fbNlzEjVRKiZw,Spirituál Kvintet Antologie 1960-1995,https://api.spotify.com/v1/audio-analysis/6jxt4YiEhhxTZ1btwVdapK,1q1wIf1NIwUMVpE8B2XDWD,Spiritual Kvintet,0.412,1,268933,0.17,0.0,5,0.147,-13.407,1,1,https://p.scdn.co/mp3-preview/cdfcfa49a5e82707aaf4f21ed135d69b9de86ddd?cid=6d24f4609a484836999313e6e4f33db8,6jxt4YiEhhxTZ1btwVdapK,"Oh, Freedom",0.0345,109.533,4,https://api.spotify.com/v1/tracks/6jxt4YiEhhxTZ1btwVdapK,38,0.284
