,acousticness,album_id,album_name,analysis_url,artist_ids,artist_names,danceability,disc_number,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,preview_url,song_id,song_name,speechiness,tempo,time_signature,track_href,track_number,valence
0,0.346,0IyCnBPnQXafGgV0Jsa5Kq,WWE: Uncaged VII,https://api.spotify.com/v1/audio-analysis/752sSMW7xm23gbOrKb3xoK,"6irRU9KRGb0cMtlsBZMg2i,0spHbv2fw49lDMkbOAdaqX","Jim Johnston,WWE",0.0773,1,191393,0.4,0.72,4,0.105,-7.733,0,17,https://p.scdn.co/mp3-preview/25b55461c86e0b90d75272c708980db5b24d5a62?cid=6d24f4609a484836999313e6e4f33db8,752sSMW7xm23gbOrKb3xoK,Pirate (1995),0.0335,174.155,4,https://api.spotify.com/v1/tracks/752sSMW7xm23gbOrKb3xoK,9,0.0383
1,0.0914,0IyCnBPnQXafGgV0Jsa5Kq,WWE: Uncaged VII,https://api.spotify.com/v1/audio-analysis/4zD9WTuXf5ta2Goz8GEvzj,"6irRU9KRGb0cMtlsBZMg2i,0spHbv2fw49lDMkbOAdaqX","Jim Johnston,WWE",0.571,1,204920,0.77,0.81,11,0.127,-8.006,0,16,https://p.scdn.co/mp3-preview/0f9b384bce1a7967764506166acd491be423d4de?cid=6d24f4609a484836999313e6e4f33db8,4zD9WTuXf5ta2Goz8GEvzj,Blu Brothers (1995),0.0471,167.48,4,https://api.spotify.com/v1/tracks/4zD9WTuXf5ta2Goz8GEvzj,6,0.46
2,0.78,0IyCnBPnQXafGgV0Jsa5Kq,WWE: Uncaged VII,https://api.spotify.com/v1/audio-analysis/6QEZ15HGoHGaHaH4NBgzvs,"6irRU9KRGb0cMtlsBZMg2i,0spHbv2fw49lDMkbOAdaqX","Jim Johnston,WWE",0.753,1,183733,0.579,0.949,7,0.224,-5.892,1,19,https://p.scdn.co/mp3-preview/ad7d1239473217c15546903b1d30923edff1ced3?cid=6d24f4609a484836999313e6e4f33db8,6QEZ15HGoHGaHaH4NBgzvs,Lives Are Going to Change (1995),0.0365,87.493,4,https://api.spotify.com/v1/tracks/6QEZ15HGoHGaHaH4NBgzvs,7,0.605
3,0.101,4xojpTd5C2kvKP7SLhZEhN,1995,https://api.spotify.com/v1/audio-analysis/21IiEw3SqSLLcMmPQt44zC,3xqrRhBSgCer7lokC0Lhk4,CoryaYo,0.798,1,159057,0.481,7.03e-06,6,0.196,-8.435,1,47,https://p.scdn.co/mp3-preview/4acd96d60506f66885980b04a3a7c4afaae9589b?cid=6d24f4609a484836999313e6e4f33db8,21IiEw3SqSLLcMmPQt44zC,1995,0.17,90.188,4,https://api.spotify.com/v1/tracks/21IiEw3SqSLLcMmPQt44zC,1,0.579
4,0.877,7KRXWeJYBkyUmwOFTayiQk,Phaedra,https://api.spotify.com/v1/audio-analysis/0T0gvl2xuwb0zySazflNbN,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.271,1,1007773,0.331,0.938,2,0.0967,-19.934,0,51,,0T0gvl2xuwb0zySazflNbN,Phaedra - 1995 Remaster,0.0417,148.04,4,https://api.spotify.com/v1/tracks/0T0gvl2xuwb0zySazflNbN,1,0.0559
5,0.141,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/4upI3VkfF64kCqXBmZPQQn,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.525,1,154760,0.55,9.01e-05,2,0.363,-8.115,1,46,,4upI3VkfF64kCqXBmZPQQn,Great Stone - Live At The Palace/1995,0.0759,74.497,4,https://api.spotify.com/v1/tracks/4upI3VkfF64kCqXBmZPQQn,1,0.543
6,0.421,3l7b7QqBL3S5bRpkE6Q3xS,1995,https://api.spotify.com/v1/audio-analysis/5C0Mo0n7rb5Odo4IMA2tuV,3VVLqeEqQQqTgT8YhfY9Z6,Emmit Fenn,0.526,1,226493,0.484,3.02e-05,0,0.0949,-8.117,1,41,https://p.scdn.co/mp3-preview/af3f57b76a0d4c8ffa780f920763ded0a1319463?cid=6d24f4609a484836999313e6e4f33db8,5C0Mo0n7rb5Odo4IMA2tuV,1995,0.0571,139.928,4,https://api.spotify.com/v1/tracks/5C0Mo0n7rb5Odo4IMA2tuV,1,0.0712
7,0.0325,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/4uHWKxOguUCwu05P0cfveU,5a2EaR3hamoenG9rDuVn8j,Prince,0.929,1,191120,0.593,2.11e-05,8,0.273,-5.925,1,48,https://p.scdn.co/mp3-preview/640a8d324ae006a856364f4e207ffb017479b2a3?cid=6d24f4609a484836999313e6e4f33db8,4uHWKxOguUCwu05P0cfveU,Black Sweat,0.279,108.862,4,https://api.spotify.com/v1/tracks/4uHWKxOguUCwu05P0cfveU,2,0.67
8,0.0188,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/6QHTeHHuTXpSK0F0YluN9T,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.6,1,141480,0.896,2.97e-06,2,0.138,-5.357,1,42,,6QHTeHHuTXpSK0F0YluN9T,54-46 Was My Number - Live At The Palace/1995,0.175,95.18,4,https://api.spotify.com/v1/tracks/6QHTeHHuTXpSK0F0YluN9T,17,0.534
9,0.317,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/7GtZXSagPaHXd0eQ5YmCN8,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.432,1,372867,0.691,5.38e-06,7,0.391,-8.987,1,40,https://p.scdn.co/mp3-preview/0479a3bf9b306bbe750d3ab9e7049017e6c33c87?cid=6d24f4609a484836999313e6e4f33db8,7GtZXSagPaHXd0eQ5YmCN8,"Recently - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0528,121.344,4,https://api.spotify.com/v1/tracks/7GtZXSagPaHXd0eQ5YmCN8,6,0.182
10,0.421,2vTGrJWEfnNrmZjTkve6jP,Prologue,https://api.spotify.com/v1/audio-analysis/0EoXPz2qkxk7yWEoIVyTOp,3VVLqeEqQQqTgT8YhfY9Z6,Emmit Fenn,0.526,1,226493,0.484,3.02e-05,0,0.0949,-8.117,1,36,https://p.scdn.co/mp3-preview/af3f57b76a0d4c8ffa780f920763ded0a1319463?cid=6d24f4609a484836999313e6e4f33db8,0EoXPz2qkxk7yWEoIVyTOp,1995,0.0571,139.928,4,https://api.spotify.com/v1/tracks/0EoXPz2qkxk7yWEoIVyTOp,3,0.0712
11,0.694,1V8isrWhBs8RhDV6qduH0Q,The Bee's Knees (The EMI Years 1957 - 1962),https://api.spotify.com/v1/audio-analysis/5E3n459RNgTgWjuNDivIvC,2VtgYTJZonFeO3mBWFkKsZ,John Barry Seven & Orchestra,0.385,3,105840,0.618,0.000832,0,0.0804,-6.901,1,37,https://p.scdn.co/mp3-preview/8803b6b0bae3866b244886117f98ad95678c7632?cid=6d24f4609a484836999313e6e4f33db8,5E3n459RNgTgWjuNDivIvC,The James Bond Theme - 1995 Remastered Version,0.0281,142.512,4,https://api.spotify.com/v1/tracks/5E3n459RNgTgWjuNDivIvC,1,0.068
12,0.132,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/3M9TWEBXdYB0uA1n11x7wR,5a2EaR3hamoenG9rDuVn8j,Prince,0.83,1,359480,0.966,0.0,1,0.0777,-2.836,1,43,https://p.scdn.co/mp3-preview/60026dea4974b581be86883e8c56aa795e07a850?cid=6d24f4609a484836999313e6e4f33db8,3M9TWEBXdYB0uA1n11x7wR,P. Control,0.158,107.415,4,https://api.spotify.com/v1/tracks/3M9TWEBXdYB0uA1n11x7wR,3,0.213
13,0.685,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/3pYkmd3WRBQOzsMejvE1E6,5a2EaR3hamoenG9rDuVn8j,Prince,0.622,1,315773,0.574,0.0,5,0.111,-5.068,0,40,https://p.scdn.co/mp3-preview/c98f4500a20a9efbe81dced6ad257802f5a9c592?cid=6d24f4609a484836999313e6e4f33db8,3pYkmd3WRBQOzsMejvE1E6,Call My Name,0.155,113.984,4,https://api.spotify.com/v1/tracks/3pYkmd3WRBQOzsMejvE1E6,13,0.405
14,0.232,0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,https://api.spotify.com/v1/audio-analysis/0bF0tppi2VqJr666At4Al1,5a2EaR3hamoenG9rDuVn8j,Prince,0.834,1,268147,0.826,0.000863,5,0.117,-4.718,1,39,https://p.scdn.co/mp3-preview/128082d960c7f76f07f8946f4839078ccfdf2366?cid=6d24f4609a484836999313e6e4f33db8,0bF0tppi2VqJr666At4Al1,The Work Pt. 1,0.0972,111.483,4,https://api.spotify.com/v1/tracks/0bF0tppi2VqJr666At4Al1,12,0.669
15,0.0374,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/7iINRP60i0rSNRCGh02MnV,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.62,1,172373,0.808,5.58e-05,7,0.161,-5.673,1,37,,7iINRP60i0rSNRCGh02MnV,Don't Push - Live At The Palace/1995,0.189,93.787,4,https://api.spotify.com/v1/tracks/7iINRP60i0rSNRCGh02MnV,3,0.546
16,0.977,1LvZUmULkYj2c3oxIZhbkX,Island Songs,https://api.spotify.com/v1/audio-analysis/77JYsmfyU38LjIKaAEOdBP,"7E3BRXV9ZbCt5lQTCXMTia,1RbSQcFxBBHvd4aeN97osi","Ólafur Arnalds,Dagný Arnalds",0.2,1,242533,0.0547,0.942,6,0.0798,-19.157,0,42,,77JYsmfyU38LjIKaAEOdBP,1995 - Island Songs II,0.0386,65.656,3,https://api.spotify.com/v1/tracks/77JYsmfyU38LjIKaAEOdBP,2,0.0369
17,0.0244,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/1JNd2bC8qC3FSdVbcszZHf,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.518,1,83627,0.741,0.0,5,0.764,-5.809,1,37,,1JNd2bC8qC3FSdVbcszZHf,Garden Grove - Live At The Palace/1995,0.0653,89.042,4,https://api.spotify.com/v1/tracks/1JNd2bC8qC3FSdVbcszZHf,4,0.552
18,0.13,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/16sHyyLrE4cFM5N2uCURwV,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.635,1,207493,0.652,3.03e-05,11,0.675,-6.8,0,37,,16sHyyLrE4cFM5N2uCURwV,Badfish - Live At The Palace/1995,0.0692,91.798,4,https://api.spotify.com/v1/tracks/16sHyyLrE4cFM5N2uCURwV,9,0.33
19,0.0111,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/3mkXvz3ZHRdMuoztZxyzDa,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.498,1,164707,0.784,0.00158,0,0.259,-5.414,1,36,,3mkXvz3ZHRdMuoztZxyzDa,Right Back - Live At The Palace/1995,0.067,99.021,4,https://api.spotify.com/v1/tracks/3mkXvz3ZHRdMuoztZxyzDa,6,0.456
20,0.928,6gHwwLJt4AINP6QY02fiUt,The Best of Caetano Veloso,https://api.spotify.com/v1/audio-analysis/79K6qUL4AmIgMOjXPNmq1Z,7HGNYPmbDrMkylWqeFCOIQ,Caetano Veloso,0.557,1,238507,0.0928,0.0,0,0.963,-13.222,1,30,https://p.scdn.co/mp3-preview/c9437193a57f0a6aa9b23e977d7e8bac409a9fa5?cid=6d24f4609a484836999313e6e4f33db8,79K6qUL4AmIgMOjXPNmq1Z,Cucurrucucu Paloma (Live 1995),0.0335,76.475,4,https://api.spotify.com/v1/tracks/79K6qUL4AmIgMOjXPNmq1Z,7,0.199
21,0.186,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/5dOCXUAZ6bCDQviKRm6es0,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.422,1,123413,0.912,4.26e-06,2,0.672,-5.624,1,35,,5dOCXUAZ6bCDQviKRm6es0,Saw Red - Live At The Palace/1995,0.304,107.881,4,https://api.spotify.com/v1/tracks/5dOCXUAZ6bCDQviKRm6es0,8,0.327
22,0.225,3Uk9Cu2QdEwM1BHacXYp9W,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),https://api.spotify.com/v1/audio-analysis/3bAyxwQFMo5dK6883pIqjJ,"0lEssBAxQl2In4RpaB1C2Y,2S3kEShbYaNGvSyJdd7sJg,1vsWTWAvfdqNeFmXq72SlC","Talib Kweli,Hi-Tek,Vinia Mojica",0.765,1,224867,0.834,0.0,0,0.135,-2.654,1,39,,3bAyxwQFMo5dK6883pIqjJ,The Blast - (best of decade I version),0.312,93.832,4,https://api.spotify.com/v1/tracks/3bAyxwQFMo5dK6883pIqjJ,6,0.708
23,0.151,6773Yw4SaTVQF7YRCKWycr,Bilingual: Further Listening 1995 - 1997 (2018 Remastered Version),https://api.spotify.com/v1/audio-analysis/18fr7t1FKDUiOg8DXxiZwL,2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,0.521,1,241640,0.838,0.0,9,0.0834,-7.602,1,56,https://p.scdn.co/mp3-preview/0a41f9372bb59e00d44e2c3b13bf3ebd5468b19e?cid=6d24f4609a484836999313e6e4f33db8,18fr7t1FKDUiOg8DXxiZwL,Se A Vida é - 2018 Remastered Version,0.0727,92.861,4,https://api.spotify.com/v1/tracks/18fr7t1FKDUiOg8DXxiZwL,5,0.59
24,0.0699,6NGGfMRPtvshivFJWwSjza,Force Majeure (1995 - Remaster),https://api.spotify.com/v1/audio-analysis/2IbRbFFOTu3e1uswub6FPo,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.389,1,448507,0.575,0.804,4,0.0755,-10.567,0,38,,2IbRbFFOTu3e1uswub6FPo,Cloudburst Flight - 1995 Remaster,0.0377,138.369,4,https://api.spotify.com/v1/tracks/2IbRbFFOTu3e1uswub6FPo,2,0.0397
25,0.282,3Uk9Cu2QdEwM1BHacXYp9W,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),https://api.spotify.com/v1/audio-analysis/5Xd8DxeYKZHYNgQdignYCI,"0Mz5XE0kb1GBnbLQm2VbcO,5DKuVtlpDH0agZQUFDy8O7,1Oa0bMld0A3u5OTYfMzp5h","Mos Def,Pharoahe Monch,Nate Dogg",0.654,1,223147,0.864,0.0,8,0.149,-4.42,1,39,,5Xd8DxeYKZHYNgQdignYCI,Oh No - (best of decade I version),0.434,93.941,4,https://api.spotify.com/v1/tracks/5Xd8DxeYKZHYNgQdignYCI,5,0.696
26,0.164,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/5LKWVIjtkzR9XfHj3icAlN,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.258,1,64653,0.935,2.5e-06,7,0.882,-5.005,1,34,,5LKWVIjtkzR9XfHj3icAlN,New Thrash - Live At The Palace/1995,0.2,110.644,4,https://api.spotify.com/v1/tracks/5LKWVIjtkzR9XfHj3icAlN,7,0.444
27,0.608,2mdidQxbJ3iT8TDNbV5OJ5,Best Of Martin Denny's Exotica,https://api.spotify.com/v1/audio-analysis/4XEthz8GA0yZ6hPwwSqwQg,3D9J9nPNW1cBktx5apJq4V,Martin Denny,0.556,1,158653,0.293,8.18e-05,7,0.326,-18.801,1,35,,4XEthz8GA0yZ6hPwwSqwQg,Misirlou - 1995 Digital Remaster,0.0315,111.259,4,https://api.spotify.com/v1/tracks/4XEthz8GA0yZ6hPwwSqwQg,9,0.431
28,0.593,5GKZQbgxZoeVHXIwq0jtsb,Totally Live At The Whisky A Go Go,https://api.spotify.com/v1/audio-analysis/5QqdnAVnNCfWp9CZ3pi5a0,3TiISqKS6ESlMQ4WFfZJw2,Johnny Rivers,0.614,1,164800,0.794,0.0,4,0.966,-7.979,1,41,,5QqdnAVnNCfWp9CZ3pi5a0,Memphis - Live At Whiskey A Go Go / 1964 / Remastered 1995,0.0742,90.653,4,https://api.spotify.com/v1/tracks/5QqdnAVnNCfWp9CZ3pi5a0,1,0.646
29,0.00151,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/15Rq754K9hUAh2ViuctqPu,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.334,1,201733,0.887,0.0217,2,0.698,-6.214,1,38,,15Rq754K9hUAh2ViuctqPu,We're Only Gonna Die For Our Arrogance - Live At The Palace/1995,0.131,105.306,3,https://api.spotify.com/v1/tracks/15Rq754K9hUAh2ViuctqPu,2,0.589
30,0.996,7KRXWeJYBkyUmwOFTayiQk,Phaedra,https://api.spotify.com/v1/audio-analysis/0WRPWKCulINOz2bHZ2hBMm,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.173,1,137427,0.0132,0.987,2,0.0781,-29.34,0,35,,0WRPWKCulINOz2bHZ2hBMm,Sequent C - Remastered 1995,0.0465,117.281,3,https://api.spotify.com/v1/tracks/0WRPWKCulINOz2bHZ2hBMm,4,0.0369
31,0.102,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/5zKdt94rwvZIRDjLUwrzAe,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.675,1,217800,0.684,0.000118,11,0.952,-6.587,0,33,,5zKdt94rwvZIRDjLUwrzAe,Foolish Fool - Live At The Palace/1995,0.0487,90.01,4,https://api.spotify.com/v1/tracks/5zKdt94rwvZIRDjLUwrzAe,12,0.629
32,0.664,5TFMjTEcyMsiiQQ3PcpwFs,#1995,https://api.spotify.com/v1/audio-analysis/1DVBy1slQ7HI1iKWZfo54O,6nbJ3taN5UygmQ1ZMBoFK7,Steezyasfuck,0.508,1,184398,0.882,0.92,3,0.121,-7.297,1,35,https://p.scdn.co/mp3-preview/293fd99e72d8c68b718385f0337865e0ce33406e?cid=6d24f4609a484836999313e6e4f33db8,1DVBy1slQ7HI1iKWZfo54O,I'm God,0.0508,115.011,4,https://api.spotify.com/v1/tracks/1DVBy1slQ7HI1iKWZfo54O,10,0.411
33,0.941,7KRXWeJYBkyUmwOFTayiQk,Phaedra,https://api.spotify.com/v1/audio-analysis/4ciGz9KplzrwaOutj8gmis,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.228,1,478107,0.386,0.893,0,0.324,-21.454,0,37,,4ciGz9KplzrwaOutj8gmis,Movements Of A Visionary - 1995 Remaster,0.219,147.511,3,https://api.spotify.com/v1/tracks/4ciGz9KplzrwaOutj8gmis,3,0.542
34,0.857,7KRXWeJYBkyUmwOFTayiQk,Phaedra,https://api.spotify.com/v1/audio-analysis/4n2VYfRqGksjp2rfsC5xW5,1BGN1IdyiSR0ZYrkoKNchl,Tangerine Dream,0.186,1,645493,0.459,0.908,7,0.142,-18.322,1,38,,4n2VYfRqGksjp2rfsC5xW5,Mysterious Semblance At The Strand Of Nightmares - 1995 Remaster,0.116,124.759,4,https://api.spotify.com/v1/tracks/4n2VYfRqGksjp2rfsC5xW5,2,0.0555
35,0.502,7kv6gC0HUG7jG1f4KodQ7b,1995,https://api.spotify.com/v1/audio-analysis/6IzyG09gDHM8aE5OiEof3I,"0yFBqybFvMQp2y7AanSl0Z,7B2DA6KU0k3hJaENyOBXB4","Samwise,johto",0.774,1,171789,0.377,0.902,1,0.129,-12.42,0,34,https://p.scdn.co/mp3-preview/2ac1e575ad2c7f3112ec3a7e1341838de2b2d9cc?cid=6d24f4609a484836999313e6e4f33db8,6IzyG09gDHM8aE5OiEof3I,Moon,0.152,94.972,4,https://api.spotify.com/v1/tracks/6IzyG09gDHM8aE5OiEof3I,1,0.95
36,0.119,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/2Z7GZFIqfw4bRxomKrjTS9,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.258,1,153480,0.884,0.0,10,0.974,-6.07,1,33,,2Z7GZFIqfw4bRxomKrjTS9,Hope - Live At The Palace/1995,0.276,75.869,5,https://api.spotify.com/v1/tracks/2Z7GZFIqfw4bRxomKrjTS9,11,0.317
37,0.534,33CmI2lR8PnQwz6133Mc7l,Weezer (Deluxe Edition),https://api.spotify.com/v1/audio-analysis/32FUvZYlahPvfnTK1QT5hY,3jOstUTkEu2JkjvRdBA5Gu,Weezer,0.516,2,243893,0.486,0.0,6,0.719,-6.693,1,33,,32FUvZYlahPvfnTK1QT5hY,Jamie - Live/Acoustic From Cat's Paw Studios/1995,0.0262,112.208,4,https://api.spotify.com/v1/tracks/32FUvZYlahPvfnTK1QT5hY,7,0.53
38,0.0883,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/5sBSzjh0Afp0ffG1U1K4Me,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.453,1,197880,0.909,7.55e-06,7,0.974,-6.244,1,34,,5sBSzjh0Afp0ffG1U1K4Me,All You Need - Live At The Palace/1995,0.289,114.33,4,https://api.spotify.com/v1/tracks/5sBSzjh0Afp0ffG1U1K4Me,10,0.352
39,0.105,6G3HMm62UU77uE5pTkvyoN,Zoom! The Best Of (1995-2016),https://api.spotify.com/v1/audio-analysis/7LkicEgjBDtF7AjiYhdQMM,0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals,0.526,1,191373,0.823,1.1e-05,6,0.0726,-6.661,0,35,https://p.scdn.co/mp3-preview/c5b74ba33e33d4b8848fdbec22e1eed4d26ce853?cid=6d24f4609a484836999313e6e4f33db8,7LkicEgjBDtF7AjiYhdQMM,Juxtapozed with U,0.0483,82.862,4,https://api.spotify.com/v1/tracks/7LkicEgjBDtF7AjiYhdQMM,10,0.921
40,0.0298,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/7Agj6pxh34TkjOvjA8foXG,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.368,1,162133,0.859,3.15e-05,2,0.728,-4.955,1,33,,7Agj6pxh34TkjOvjA8foXG,40 Oz. To Freedom - Live At The Palace/1995,0.144,95.115,4,https://api.spotify.com/v1/tracks/7Agj6pxh34TkjOvjA8foXG,15,0.642
41,0.57,33CmI2lR8PnQwz6133Mc7l,Weezer (Deluxe Edition),https://api.spotify.com/v1/audio-analysis/0SUsu2Jtfjb0p64sMs3jo2,3jOstUTkEu2JkjvRdBA5Gu,Weezer,0.713,2,206707,0.412,0.0,3,0.709,-6.353,1,33,,0SUsu2Jtfjb0p64sMs3jo2,No One Else - Live/Acoustic From Cat's Paw Studios/1995,0.0325,126.871,4,https://api.spotify.com/v1/tracks/0SUsu2Jtfjb0p64sMs3jo2,8,0.495
42,0.00022,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/7vbrXgY8PXYPLQXGkGg3mV,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.237,1,175920,0.925,0.712,6,0.589,-6.232,0,32,,7vbrXgY8PXYPLQXGkGg3mV,Falling Idols - Live At The Palace/1995,0.112,112.394,4,https://api.spotify.com/v1/tracks/7vbrXgY8PXYPLQXGkGg3mV,13,0.31
43,0.021,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/2PWHG2Nt61T9t9ahYnBlKc,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.484,1,305693,0.856,5.74e-05,11,0.65,-6.659,0,32,,2PWHG2Nt61T9t9ahYnBlKc,Date Rape - Live At The Palace/1995,0.235,104.507,4,https://api.spotify.com/v1/tracks/2PWHG2Nt61T9t9ahYnBlKc,18,0.451
44,0.0655,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/3bL9gh6GshMbm4nltTK9SS,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.475,1,233227,0.715,0.0,9,0.751,-6.882,1,33,,3bL9gh6GshMbm4nltTK9SS,Caress Me Down - Live At The Palace/1995,0.251,173.704,4,https://api.spotify.com/v1/tracks/3bL9gh6GshMbm4nltTK9SS,14,0.547
45,0.00456,0IAENkkw32C2AFHv5XvrTq,3 Ring Circus - Live At The Palace,https://api.spotify.com/v1/audio-analysis/640bfZnoIBFM1ZdrGLQy5v,0EdvGhlC1FkGItLOWQzG4J,Sublime,0.448,1,226560,0.887,0.00231,6,0.805,-5.346,0,31,,640bfZnoIBFM1ZdrGLQy5v,Ebin - Live At The Palace/1995,0.253,92.656,4,https://api.spotify.com/v1/tracks/640bfZnoIBFM1ZdrGLQy5v,16,0.508
46,0.00141,6OznWwkNqZCltiWoN5Xv2E,Blue Light Cemetary 1995,https://api.spotify.com/v1/audio-analysis/6EcMYIRaAfrcMWrl0RNgWj,1Odn7pOeUdEoOZeuox6nql,Slim Guerilla,0.932,1,94050,0.769,0.761,6,0.104,-6.983,1,34,https://p.scdn.co/mp3-preview/72f11bac1e87d7292770cc04e888003010e18e79?cid=6d24f4609a484836999313e6e4f33db8,6EcMYIRaAfrcMWrl0RNgWj,Outlaw (Prod.Genshin),0.13,145.053,4,https://api.spotify.com/v1/tracks/6EcMYIRaAfrcMWrl0RNgWj,3,0.963
47,0.006,3H9sm3WSsS3avhblXQeodK,Nothing To Prove,https://api.spotify.com/v1/audio-analysis/2qvZmhlxHdyBqAX5ZWjukK,4mQm8gcXNNyzNQRqYKTKqo,H2O,0.531,1,154000,0.991,0.0,9,0.279,-5.681,1,23,,2qvZmhlxHdyBqAX5ZWjukK,1995,0.13,111.998,4,https://api.spotify.com/v1/tracks/2qvZmhlxHdyBqAX5ZWjukK,1,0.257
48,0.0793,26Xf0FH58wO2VVWk1TyJDN,Live At Red Rocks 8.15.95,https://api.spotify.com/v1/audio-analysis/3zqqDKAUDEQft9FjZooYYY,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,0.389,1,809200,0.802,0.00479,0,0.984,-7.36,1,31,https://p.scdn.co/mp3-preview/4ab001ac8c145d2d0ff0d8c8940e26128caa0bb9?cid=6d24f4609a484836999313e6e4f33db8,3zqqDKAUDEQft9FjZooYYY,"Seek Up - Live at Red Rocks Amphitheatre, Morrison, CO - August 1995",0.0386,108.843,3,https://api.spotify.com/v1/tracks/3zqqDKAUDEQft9FjZooYYY,1,0.422
49,0.000616,5dYI3qu8vNj3K4qEtWhJVF,"Gemini, Her Majesty",https://api.spotify.com/v1/audio-analysis/0Get2xynYz3DpsLTBLbsm4,47bGK00zHXcGlUWfrE0dvi,Rx Bandits,0.292,1,208894,0.863,0.0914,1,0.115,-5.342,1,25,https://p.scdn.co/mp3-preview/f1cb0d8c61ed0a8c508ac865b5f3acc5e1901020?cid=6d24f4609a484836999313e6e4f33db8,0Get2xynYz3DpsLTBLbsm4,1995,0.0579,170.923,1,https://api.spotify.com/v1/tracks/0Get2xynYz3DpsLTBLbsm4,9,0.801
